VIN: 
MAKE: 
MODEL: 
SERIAL NUMBER: 
UNIT NUMBER: 
DISPLAY DATE CODE: 170620201245
DATE DOWNLOADED(DD/MM/YYYY): 17/6/2020
"ID","Time","Type","Priority","Data Page","Reserved","PDU-F","PDU-S","Source Address","PGN","Abbr","PID","Data Length","Byte 0","Byte 1","Byte 2","Byte 3","Byte 4","Byte 5","Byte 6","Byte 7"
"2002","1592375133.246930","29-bit","6","0","0","0xFF","0x01","0xE2","0xFF01","","0x18FF01E2","8",0xBD,0x01,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2003","1592375133.246930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x83,0xFF,0x3E,0x75,0x00,0x00,0x00,0x00
"2004","1592375133.246930","29-bit","6","0","0","0xFF","0x02","0xE2","0xFF02","","0x18FF02E2","8",0xB5,0x00,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2005","1592375133.246930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x85,0x00,0x00,0x00,0x00,0x00,0x00,0xFF
"2006","1592375133.268930","29-bit","6","0","0","0xFF","0x04","0xE2","0xFF04","","0x18FF04E2","8",0xB3,0x00,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2007","1592375133.268930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x80,0x00,0x02,0x00,0x37,0x00,0xFF,0x03
"2008","1592375133.268930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x86,0x02,0x0D,0x01,0xFF,0xFF,0xFC,0xFF
"2009","1592375133.268930","29-bit","6","0","0","0xFF","0xAA","0x20","0xFFAA","","0x18FFAA20","8",0x50,0x22,0x02,0x00,0x00,0x00,0x00,0x00
"2010","1592375133.268930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x81,0x00,0x00,0x00,0x00,0x00,0x00,0x00
"2011","1592375133.290930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x82,0xFF,0x16,0x63,0x00,0x00,0x00,0x00
"2012","1592375133.290930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x83,0xFF,0x3E,0x75,0x00,0x00,0x00,0x00
"2013","1592375133.312930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x84,0x00,0x00,0x00,0x00,0x07,0x00,0xFF
"2014","1592375133.312930","29-bit","6","0","0","0xFF","0x03","0xE2","0xFF03","","0x18FF03E2","8",0x6C,0x02,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2015","1592375133.312930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x80,0x00,0x02,0x00,0x37,0x00,0xFF,0x03
"2016","1592375133.334930","29-bit","6","0","0","0xFF","0xAA","0x20","0xFFAA","","0x18FFAA20","8",0x50,0x22,0x02,0x00,0x00,0x00,0x00,0x00
"2017","1592375133.334930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x86,0x03,0x0D,0x01,0xFF,0xFF,0xFC,0xFF
"2018","1592375133.334930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x81,0x00,0x00,0x00,0x00,0x00,0x00,0x00
"2019","1592375133.334930","29-bit","6","0","0","0xFF","0x00","0xE2","0xFF00","","0x18FF00E2","8",0x7A,0x03,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2020","1592375133.334930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x82,0xFF,0x18,0x63,0x00,0x00,0x00,0x00
"2021","1592375133.334930","29-bit","6","0","0","0xFF","0x01","0xE2","0xFF01","","0x18FF01E2","8",0xBD,0x01,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2022","1592375133.356930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x83,0xFF,0x3E,0x75,0x00,0x00,0x00,0x00
"2023","1592375133.356930","29-bit","6","0","0","0xFF","0x02","0xE2","0xFF02","","0x18FF02E2","8",0xB5,0x00,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2024","1592375133.356930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x85,0x00,0x00,0x00,0x00,0x00,0x00,0xFF
"2025","1592375133.356930","29-bit","6","0","0","0xFF","0x04","0xE2","0xFF04","","0x18FF04E2","8",0xB3,0x00,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2026","1592375133.356930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x80,0x00,0x02,0x00,0x37,0x00,0xFF,0x03
"2027","1592375133.378930","29-bit","6","0","0","0xFF","0xAA","0x20","0xFFAA","","0x18FFAA20","8",0x50,0x22,0x02,0x00,0x00,0x00,0x00,0x00
"2028","1592375133.378930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x86,0x04,0x1A,0x00,0xFF,0xFF,0xFC,0xFF
"2029","1592375133.378930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x81,0x00,0x00,0x00,0x00,0x00,0x00,0x00
"2030","1592375133.378930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x82,0xFF,0x1E,0x63,0x00,0x00,0x00,0x00
"2031","1592375133.400930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x83,0xFF,0x3E,0x75,0x00,0x00,0x00,0x00
"2032","1592375133.400930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x84,0x00,0x00,0x00,0x00,0x07,0x00,0xFF
"2033","1592375133.422930","29-bit","6","0","0","0xFF","0x03","0xE2","0xFF03","","0x18FF03E2","8",0x6C,0x02,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2034","1592375133.422930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x80,0x00,0x02,0x00,0x37,0x00,0xFF,0x03
"2035","1592375133.422930","29-bit","6","0","0","0xFF","0xAA","0x20","0xFFAA","","0x18FFAA20","8",0x50,0x22,0x02,0x00,0x00,0x00,0x00,0x00
"2036","1592375133.422930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x86,0x05,0x7F,0x01,0xFF,0xFF,0xFC,0xFF
"2037","1592375133.422930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x81,0x00,0x00,0x00,0x00,0x00,0x00,0x00
"2038","1592375133.422930","29-bit","3","0","0","0xF0","0x29","0xC9","0xF029","","0x0CF029C9","8",0x00,0x80,0x7E,0x99,0x59,0x5F,0x00,0x00
"2039","1592375133.422930","29-bit","3","0","0","0xFF","0xC9","0xC9","0xFFC9","","0x0CFFC9C9","8",0x33,0x33,0x8C,0xFF,0xFF,0xFF,0x00,0x00
"2040","1592375133.422930","29-bit","3","0","0","0xFF","0x0F","0xC9","0xFF0F","","0x0CFF0FC9","8",0xB1,0xD6,0x41,0x01,0xFF,0xFF,0xFF,0xFF
"2041","1592375133.444930","29-bit","6","0","0","0xFF","0x00","0xE2","0xFF00","","0x18FF00E2","8",0x7A,0x03,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2042","1592375133.444930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x82,0xFF,0x1C,0x63,0x00,0x00,0x00,0x00
"2043","1592375133.444930","29-bit","6","0","0","0xFF","0x01","0xE2","0xFF01","","0x18FF01E2","8",0xBD,0x01,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2044","1592375133.444930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x83,0xFF,0x3E,0x75,0x00,0x00,0x00,0x00
"2045","1592375133.444930","29-bit","6","0","0","0xFF","0x02","0xE2","0xFF02","","0x18FF02E2","8",0xB5,0x00,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2046","1592375133.466930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x85,0x00,0x00,0x00,0x00,0x00,0x00,0xFF
"2047","1592375133.466930","29-bit","6","0","0","0xFF","0x04","0xE2","0xFF04","","0x18FF04E2","8",0xB3,0x00,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2048","1592375133.466930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x80,0x00,0x02,0x00,0x37,0x00,0xFF,0x03
"2049","1592375133.466930","29-bit","6","0","0","0xFF","0xAA","0x20","0xFFAA","","0x18FFAA20","8",0x50,0x22,0x02,0x00,0x00,0x00,0x00,0x00
"2050","1592375133.466930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x86,0x06,0x0D,0x01,0xFF,0xFF,0xFC,0xFF
"2051","1592375133.488930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x81,0x00,0x00,0x00,0x00,0x00,0x00,0x00
"2052","1592375133.488930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x82,0xFF,0x1C,0x63,0x00,0x00,0x00,0x00
"2053","1592375133.488930","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x83,0xFF,0x3E,0x75,0x00,0x00,0x00,0x00
"2054","1592375133.510929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x84,0x00,0x00,0x00,0x00,0x06,0x00,0xFF
"2055","1592375133.510929","29-bit","6","0","0","0xFF","0x03","0xE2","0xFF03","","0x18FF03E2","8",0x6C,0x02,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2056","1592375133.510929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x80,0x00,0x02,0x00,0x37,0x00,0xFF,0x03
"2057","1592375133.532929","29-bit","6","0","0","0xFF","0xAA","0x20","0xFFAA","","0x18FFAA20","8",0x50,0x22,0x02,0x00,0x00,0x00,0x00,0x00
"2058","1592375133.532929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x86,0x07,0x0D,0x01,0xFF,0xFF,0xFC,0xFF
"2059","1592375133.532929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x81,0x00,0x00,0x00,0x00,0x00,0x00,0x00
"2060","1592375133.532929","29-bit","6","0","0","0xFF","0x00","0xE2","0xFF00","","0x18FF00E2","8",0x7A,0x03,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2061","1592375133.532929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x82,0xFF,0x15,0x63,0x00,0x00,0x00,0x00
"2062","1592375133.554929","29-bit","6","0","0","0xFF","0x01","0xE2","0xFF01","","0x18FF01E2","8",0xBD,0x01,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2063","1592375133.554929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x83,0xFF,0x3E,0x75,0x00,0x00,0x00,0x00
"2064","1592375133.554929","29-bit","6","0","0","0xFF","0x02","0xE2","0xFF02","","0x18FF02E2","8",0xB5,0x00,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2065","1592375133.554929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x85,0x00,0x00,0x00,0x00,0x00,0x00,0xFF
"2066","1592375133.554929","29-bit","6","0","0","0xFF","0x04","0xE2","0xFF04","","0x18FF04E2","8",0xB3,0x00,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2067","1592375133.576929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x80,0x00,0x02,0x00,0x37,0x00,0xFF,0x03
"2068","1592375133.576929","29-bit","6","0","0","0xFF","0xAA","0x20","0xFFAA","","0x18FFAA20","8",0x50,0x22,0x02,0x00,0x00,0x00,0x00,0x00
"2069","1592375133.576929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x86,0x08,0x0D,0x01,0xFF,0xFF,0xFC,0xFF
"2070","1592375133.576929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x81,0x00,0x00,0x00,0x00,0x00,0x00,0x00
"2071","1592375133.598929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x82,0xFF,0x1D,0x63,0x00,0x00,0x00,0x00
"2072","1592375133.598929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x83,0xFF,0x3E,0x75,0x00,0x00,0x00,0x00
"2073","1592375133.598929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x84,0x00,0x00,0x00,0x00,0x06,0x00,0xFF
"2074","1592375133.620929","29-bit","6","0","0","0xFF","0x03","0xE2","0xFF03","","0x18FF03E2","8",0x6C,0x02,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2075","1592375133.620929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x80,0x00,0x02,0x00,0x37,0x00,0xFF,0x03
"2076","1592375133.620929","29-bit","6","0","0","0xFF","0xAA","0x20","0xFFAA","","0x18FFAA20","8",0x50,0x22,0x02,0x00,0x00,0x00,0x00,0x00
"2077","1592375133.620929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x86,0x09,0x7F,0x01,0xFF,0xFF,0xFC,0xFF
"2078","1592375133.620929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x81,0x00,0x00,0x00,0x00,0x00,0x00,0x00
"2079","1592375133.642929","29-bit","6","0","0","0xFF","0x00","0xE2","0xFF00","","0x18FF00E2","8",0x7A,0x03,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2080","1592375133.642929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x82,0xFF,0x13,0x63,0x00,0x00,0x00,0x00
"2081","1592375133.642929","29-bit","6","0","0","0xFF","0x01","0xE2","0xFF01","","0x18FF01E2","8",0xBD,0x01,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2082","1592375133.642929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x83,0xFF,0x3E,0x75,0x00,0x00,0x00,0x00
"2083","1592375133.664929","29-bit","6","0","0","0xFF","0x02","0xE2","0xFF02","","0x18FF02E2","8",0xB6,0x00,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2084","1592375133.664929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x85,0x00,0x00,0x00,0x00,0x00,0x00,0xFF
"2085","1592375133.664929","29-bit","6","0","0","0xFF","0x04","0xE2","0xFF04","","0x18FF04E2","8",0xB3,0x00,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2086","1592375133.664929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x80,0x00,0x02,0x00,0x37,0x00,0xFF,0x03
"2087","1592375133.664929","29-bit","6","0","0","0xFF","0xAA","0x20","0xFFAA","","0x18FFAA20","8",0x50,0x22,0x02,0x00,0x00,0x00,0x00,0x00
"2088","1592375133.686929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x86,0x0A,0x7F,0x01,0xFF,0xFF,0xFC,0xFF
"2089","1592375133.686929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x81,0x00,0x00,0x00,0x00,0x00,0x00,0x00
"2090","1592375133.686929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x82,0xFF,0x19,0x63,0x00,0x00,0x00,0x00
"2091","1592375133.708929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x83,0xFF,0x3E,0x75,0x00,0x00,0x00,0x00
"2092","1592375133.708929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x84,0x00,0x00,0x00,0x00,0x07,0x00,0xFF
"2093","1592375133.708929","29-bit","6","0","0","0xFF","0x03","0xE2","0xFF03","","0x18FF03E2","8",0x6C,0x02,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2094","1592375133.730929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x80,0x00,0x02,0x00,0x37,0x00,0xFF,0x03
"2095","1592375133.730929","29-bit","6","0","0","0xFF","0xAA","0x20","0xFFAA","","0x18FFAA20","8",0x50,0x22,0x02,0x00,0x00,0x00,0x00,0x00
"2096","1592375133.730929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x86,0x0B,0x7F,0x01,0xFF,0xFF,0xFC,0xFF
"2097","1592375133.730929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x81,0x00,0x00,0x00,0x00,0x00,0x00,0x00
"2098","1592375133.730929","29-bit","3","0","0","0xF0","0x29","0xC9","0xF029","","0x0CF029C9","8",0xCC,0x8C,0x7E,0xCC,0x4C,0x5F,0x81,0xFE
"2099","1592375133.730929","29-bit","3","0","0","0xFF","0xC9","0xC9","0xFFC9","","0x0CFFC9C9","8",0x66,0x26,0x8C,0xFF,0xFF,0xFF,0x81,0xFE
"2100","1592375133.730929","29-bit","3","0","0","0xFF","0x0F","0xC9","0xFF0F","","0x0CFF0FC9","8",0xB1,0xD6,0x41,0x01,0xFF,0xFF,0xFF,0xFF
"2101","1592375133.730929","29-bit","6","0","0","0xFF","0x00","0xE2","0xFF00","","0x18FF00E2","8",0x7A,0x03,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2102","1592375133.730929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x82,0xFF,0x1C,0x63,0x00,0x00,0x00,0x00
"2103","1592375133.752929","29-bit","6","0","0","0xFF","0x01","0xE2","0xFF01","","0x18FF01E2","8",0xBD,0x01,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2104","1592375133.752929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x83,0xFF,0x3E,0x75,0x00,0x00,0x00,0x00
"2105","1592375133.752929","29-bit","6","0","0","0xFF","0x02","0xE2","0xFF02","","0x18FF02E2","8",0xB6,0x00,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2106","1592375133.752929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x85,0x00,0x00,0x00,0x00,0x00,0x00,0xFF
"2107","1592375133.774929","29-bit","6","0","0","0xFF","0x04","0xE2","0xFF04","","0x18FF04E2","8",0xB3,0x00,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2108","1592375133.774929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x80,0x00,0x02,0x00,0x37,0x00,0xFF,0x03
"2109","1592375133.774929","29-bit","6","0","0","0xFF","0xAA","0x20","0xFFAA","","0x18FFAA20","8",0x50,0x22,0x02,0x00,0x00,0x00,0x00,0x00
"2110","1592375133.774929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x86,0x0C,0x06,0x00,0xFF,0xFF,0xFC,0xFF
"2111","1592375133.774929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x81,0x00,0x00,0x00,0x00,0x00,0x00,0x00
"2112","1592375133.796929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x82,0xFF,0x1C,0x63,0x00,0x00,0x00,0x00
"2113","1592375133.796929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x83,0xFF,0x3E,0x75,0x00,0x00,0x00,0x00
"2114","1592375133.818929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x84,0x00,0x00,0x00,0x00,0x06,0x00,0xFF
"2115","1592375133.818929","29-bit","6","0","0","0xFF","0x03","0xE2","0xFF03","","0x18FF03E2","8",0x6D,0x02,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2116","1592375133.818929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x80,0x00,0x02,0x00,0x37,0x00,0xFF,0x03
"2117","1592375133.818929","29-bit","6","0","0","0xFF","0xAA","0x20","0xFFAA","","0x18FFAA20","8",0x50,0x22,0x02,0x00,0x00,0x00,0x00,0x00
"2118","1592375133.840929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x87,0x3E,0x6E,0x3E,0x3E,0x4E,0x3E,0xFF
"2119","1592375133.840929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x81,0x00,0x00,0x00,0x00,0x00,0x00,0x00
"2120","1592375133.840929","29-bit","6","0","0","0xFF","0x00","0xE2","0xFF00","","0x18FF00E2","8",0x7A,0x03,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2121","1592375133.840929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x82,0xFF,0x18,0x63,0x00,0x00,0x00,0x00
"2122","1592375133.840929","29-bit","6","0","0","0xFF","0x01","0xE2","0xFF01","","0x18FF01E2","8",0xBD,0x01,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2123","1592375133.862929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x83,0xFF,0x3E,0x75,0x00,0x00,0x00,0x00
"2124","1592375133.862929","29-bit","6","0","0","0xFF","0x02","0xE2","0xFF02","","0x18FF02E2","8",0xB6,0x00,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2125","1592375133.862929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x85,0x00,0x00,0x00,0x00,0x00,0x00,0xFF
"2126","1592375133.862929","29-bit","6","0","0","0xFF","0x04","0xE2","0xFF04","","0x18FF04E2","8",0xB3,0x00,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2127","1592375133.862929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x80,0x00,0x02,0x00,0x37,0x00,0xFF,0x03
"2128","1592375133.862929","29-bit","6","0","0","0xFF","0xAA","0x20","0xFFAA","","0x18FFAA20","8",0x50,0x22,0x02,0x00,0x00,0x00,0x00,0x00
"2129","1592375133.884929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x88,0x6E,0x3E,0x5E,0x1E,0x6E,0x6C,0xFF
"2130","1592375133.884929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x81,0x00,0x00,0x00,0x00,0x00,0x00,0x00
"2131","1592375133.884929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x82,0xFF,0x15,0x63,0x00,0x00,0x00,0x00
"2132","1592375133.906929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x83,0xFF,0x3E,0x75,0x00,0x00,0x00,0x00
"2133","1592375133.906929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x84,0x00,0x00,0x00,0x00,0x06,0x00,0xFF
"2134","1592375133.906929","29-bit","6","0","0","0xFF","0x03","0xE2","0xFF03","","0x18FF03E2","8",0x6D,0x02,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2135","1592375133.928929","29-bit","6","0","0","0xFF","0xAA","0x20","0xFFAA","","0x18FFAA20","8",0x50,0x22,0x02,0x00,0x00,0x00,0x00,0x00
"2136","1592375133.928929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x80,0x00,0x02,0x00,0x37,0x00,0xFF,0x03
"2137","1592375133.928929","29-bit","6","0","0","0xFF","0x05","0xE2","0xFF05","","0x18FF05E2","8",0xC2,0x0A,0x00,0x00,0xFF,0xFF,0xFF,0xFF
"2138","1592375133.928929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x81,0x00,0x00,0x00,0x00,0x00,0x00,0x00
"2139","1592375133.928929","29-bit","6","0","0","0xFF","0x00","0xE2","0xFF00","","0x18FF00E2","8",0x7A,0x03,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2140","1592375133.950929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x82,0xFF,0x1D,0x63,0x00,0x00,0x00,0x00
"2141","1592375133.950929","29-bit","6","0","0","0xFF","0x01","0xE2","0xFF01","","0x18FF01E2","8",0xBD,0x01,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2142","1592375133.950929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x83,0xFF,0x3E,0x75,0x00,0x00,0x00,0x00
"2143","1592375133.950929","29-bit","6","0","0","0xFF","0x02","0xE2","0xFF02","","0x18FF02E2","8",0xB6,0x00,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2144","1592375133.972929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x85,0x00,0x00,0x00,0x00,0x00,0x00,0xFF
"2145","1592375133.972929","29-bit","6","0","0","0xFF","0x04","0xE2","0xFF04","","0x18FF04E2","8",0xB3,0x00,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2146","1592375133.972929","29-bit","6","0","0","0xFF","0xAA","0x20","0xFFAA","","0x18FFAA20","8",0x50,0x22,0x02,0x00,0x00,0x00,0x00,0x00
"2147","1592375133.972929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x80,0x00,0x02,0x00,0x37,0x00,0xFF,0x03
"2148","1592375133.994929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x81,0x00,0x00,0x00,0x00,0x00,0x00,0x00
"2149","1592375133.994929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x82,0xFF,0x13,0x63,0x00,0x00,0x00,0x00
"2150","1592375133.994929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x83,0xFF,0x3E,0x75,0x00,0x00,0x00,0x00
"2151","1592375134.016929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x84,0x00,0x00,0x00,0x00,0x07,0x00,0xFF
"2152","1592375134.016929","29-bit","6","0","0","0xFF","0x03","0xE2","0xFF03","","0x18FF03E2","8",0x6D,0x02,0xFF,0xFF,0xFF,0xFF,0xFF,0xFF
"2153","1592375134.016929","29-bit","6","0","0","0xFF","0xAA","0x20","0xFFAA","","0x18FFAA20","8",0x50,0x22,0x02,0x00,0x00,0x00,0x00,0x00
"2154","1592375134.016929","29-bit","5","0","0","0xEF","0x11","0x1E","0xEF00","","0x14EF111E","8",0x80,0x00,0x02,0x00,0x37,0x00,0xFF,0x03
